ClientID,Surname,Firstname,FICOScore,Subsidiary,Gender,Age,Balance,Products,BankCC,Active,RegDeposits,LifeInsur,PlatStatus,Terminated
61BOS20110SI58570613871438N,Shahinfar,Ilona,471,Boston,Female,25,844,2,0,1,9113,0,0,0
91CHL20140MR31818663706161N,Messa,Royce,554,Chapel Hill,Male,34,107478,1,0,1,14554,0,0,0
61BOS20130EJ10752325769873N,Evenson,Josiah,563,Boston,Male,46,-335,3,0,0,14244,1,0,0
40ATL20130TJ94563352502131N,Tess,Jerrold,668,Atlanta,Male,27,115069,1,0,0,4812,0,0,0
61BOS20130AM88168854625478N,Abdalla,Martin,581,Boston,Male,25,106275,1,1,0,2001,0,0,0
61BOS20110MC58939552836506N,Montjoy,Candie,751,Boston,Female,54,530,1,1,0,7815,0,0,1
91CHL20160CG49823385511839P,Campuzano,Garnet,675,Chapel Hill,Female,35,0,2,1,1,10056,1,1,0
91CHL20120CH24028806390737N,Crecco,Hunter,591,Chapel Hill,Male,38,163989,1,1,0,7656,0,0,0
40ATL20160SM26734614908479N,Stormer,Maxine,562,Atlanta,Female,42,89824,1,1,0,15449,0,0,0
40ATL20190VJ33902996258856N,Varnado,Jimmie,881,Atlanta,Female,51,67788,1,0,1,3454,0,0,1
91CHL20120AM59769909872405N,Arnaud,Maryam,639,Chapel Hill,Female,46,131,2,0,1,9237,1,0,0
61BOS20170GA92064590311031N,Gaspari,Adelaida,661,Boston,Female,33,0,2,0,0,10326,1,0,0
61BOS20100TT94223989198626N,Trojacek,Trent,572,Boston,Male,26,110275,2,0,0,7299,0,0,0
40ATL20180GD37078006810508P,Ginnis,Denver,589,Atlanta,Male,39,92131,2,1,1,18191,0,1,0
61BOS20150HK69070957392126N,Hoda,Kacie,577,Boston,Female,30,65802,2,0,1,5656,1,0,0
91CHL20140CN38826227987822N,Cordrey,Nakia,766,Chapel Hill,Female,59,247,2,1,1,15145,0,0,1
91CHL20150EH86433821027743N,Espejel,Hannah,567,Chapel Hill,Female,58,-792,2,1,1,3134,1,0,0
91CHL20150MC63325249872077N,Magnall,Charlie,591,Chapel Hill,Male,62,1240,1,1,1,9571,0,0,0
61BOS20160LD63182984105343N,Lutjen,Denese,622,Boston,Female,33,99293,2,0,0,16142,1,0,0
91CHL20120HS58082351306156N,Hencheck,Samantha,610,Chapel Hill,Female,35,111836,1,1,1,1474,0,0,0
91CHL20090CE32113643730725N,Cadlett,Emilio,580,Chapel Hill,Male,37,-1522,1,0,1,9483,0,0,0
91CHL20090DC3399257433723N,Dealba,Charlette,581,Chapel Hill,Female,33,67,2,0,1,17532,1,0,0
91CHL20100KB16327293802511N,Kwilosz,Bethany,687,Chapel Hill,Female,55,153418,2,0,1,14190,1,0,0
40ATL20100ZT44501990010839N,Zuwkowski,Tarah,718,Atlanta,Female,43,118017,1,1,0,16172,0,0,0
91CHL20170CL24781787200566N,Cogbill,Ludivina,709,Chapel Hill,Female,42,151908,1,1,0,16107,0,0,1
61BOS20130AS96651145824196N,Albea,Shanna,421,Boston,Female,32,130780,1,0,1,13720,0,0,0
40ATL20160DF78477060629089N,Dingle,Filiberto,620,Atlanta,Male,28,113312,1,0,1,7049,0,0,0
61BOS20150HJ63995041277977P,Horsch,Jame,497,Boston,Male,21,-1203,3,1,0,17856,0,1,0
61BOS20170VD70403656995910N,Viscardi,Dorla,359,Boston,Female,36,343,1,1,1,8835,0,0,0
40ATL20180DJ51154873775237N,Degrazia,Joie,616,Atlanta,Female,51,119034,1,1,0,3618,0,0,1
91CHL20140SC99957233850716N,Senter,Caren,816,Chapel Hill,Female,32,69752,1,0,1,15269,0,0,0
61BOS20140HW94721854574726N,Hasstedt,Ward,736,Boston,Male,31,0,1,1,0,4647,0,0,0
40ATL20150KA63580116851043N,Kiehl,Ammie,654,Atlanta,Female,43,96101,1,1,0,12558,0,0,1
61BOS20160CR80757165860778P,Charity,Rasheeda,562,Boston,Female,22,-610,2,1,0,11651,0,1,0
91CHL20180MI52804698688159N,Meyerhofer,Inga,439,Chapel Hill,Female,37,144788,1,0,0,18274,0,0,0
61BOS20110HC41416824633664N,Hammar,Chance,590,Boston,Male,37,110920,1,1,1,11755,0,0,0
61BOS20100PK95685430708578P,Prante,Kimberlee,679,Boston,Female,35,154521,2,1,0,8648,1,1,0
61BOS20100SA21749991584773P,Schardein,Adolfo,704,Boston,Male,32,99,2,1,1,4048,1,1,0
61BOS20090MM71211309041196N,Mcgurn,Marine,605,Boston,Female,35,667,2,0,1,10096,1,0,0
91CHL20100CG37869008424912N,Calais,Gregg,633,Chapel Hill,Male,28,124016,1,0,0,2137,0,0,0
61BOS20190MA80077779411414N,Menjes,Ashanti,786,Boston,Female,37,0,5,0,0,8684,0,0,1
91CHL20160PN35969519541224N,Pendl,Nelson,676,Chapel Hill,Male,38,0,2,0,0,8998,1,0,0
91CHL20120HW97381663010377N,Heffernen,Winnie,715,Chapel Hill,Female,78,101078,1,1,1,4544,0,0,0
61BOS20120WJ33817658690038N,Wrightsel,Jeanett,657,Boston,Female,62,970,1,0,1,1242,0,0,1
40ATL20120DA82167844970713N,Dooley,Andrea,818,Atlanta,Male,40,73995,1,1,0,3454,0,0,0
40ATL20140MM96213995947166N,Mleczynski,Maud,825,Atlanta,Female,47,85396,1,0,0,17378,0,0,1
91CHL20160PT42441421548378N,Porep,Trinidad,727,Chapel Hill,Female,34,0,2,0,0,9298,1,0,0
40ATL20180BH13463301597425N,Brighenti,Hester,588,Atlanta,Female,57,82629,3,1,0,12136,0,0,1
61BOS20150JC77250184917870P,Jiggetts,Charlie,583,Boston,Male,21,741,2,1,0,6236,0,1,0
61BOS20100SM26875493825739N,Summerhill,Marissa,756,Boston,Female,30,54449,1,1,0,10123,0,0,0
61BOS20160SC47883947365016N,Sharlin,Colby,727,Boston,Male,39,143641,1,0,0,11664,0,0,0
61BOS20130OB2254981833760N,Olivarres,Bethann,406,Boston,Female,28,161048,2,0,0,6666,0,0,0
91CHL20170OV59434022480409N,Ogzewalla,Vida,706,Chapel Hill,Female,42,128668,1,1,1,15741,0,0,0
40ATL20120CJ72645728787022N,Conniff,Jc,659,Atlanta,Male,48,129082,1,1,1,9115,0,0,1
61BOS20140PS97701387528467N,Pullian,Solange,722,Boston,Female,43,151038,3,0,0,16267,0,0,1
40ATL20100DM58940921892310N,Deterline,Markus,641,Atlanta,Male,45,98193,1,1,1,169,0,0,0
40ATL20190WC69360280434483N,Wiesner,Claretha,546,Atlanta,Female,42,137039,2,1,1,14882,0,0,1
40ATL20190RK33866805282521N,Rinella,Kelley,760,Atlanta,Female,43,122873,1,1,0,17090,0,0,1
40ATL20140QA38252982679750N,Quiroga,Andres,561,Atlanta,Male,37,121707,2,1,0,11217,0,0,1
91CHL20130PK95424812362381N,Powroznik,Kallie,473,Chapel Hill,Female,24,178622,1,0,1,14610,0,0,0
61BOS20140SL71542847764651N,Stoppenbach,Lee,585,Boston,Male,66,82694,3,1,1,14475,0,0,1
40ATL20080SM50868409463242P,Salin,Mark,653,Atlanta,Male,33,105752,2,1,0,11464,1,1,0
91CHL20100SS22407340593622N,Starritt,Shay,491,Chapel Hill,Female,40,-118,2,1,0,335,1,0,0
91CHL20190AD63889541904137N,Ambrosius,Desmond,723,Chapel Hill,Male,59,960,3,0,0,17680,0,0,1
61BOS20130HR26352664552006N,Henton,Rex,497,Boston,Male,33,92546,1,0,0,8893,0,0,0
61BOS20170SL95778857635281N,Soliz,Louetta,685,Boston,Female,72,178601,3,1,1,6938,0,0,1
91CHL20180MM86155944287348N,Macgowan,Melany,572,Chapel Hill,Female,33,97,2,0,1,11929,0,0,0
61BOS20110MM5662397668863N,Misko,Marielle,638,Boston,Female,35,103957,1,0,0,11996,0,0,0
61BOS20090DW37277356212852N,Donelly,Woodrow,510,Boston,Male,36,-2153,2,1,0,19,1,0,0
61BOS20120SC84369816365618N,Sarles,Chester,622,Boston,Male,59,192745,1,0,0,889,0,0,1
40ATL20160DJ39095090712802P,Dutil,Jacinta,643,Atlanta,Female,43,120414,3,1,1,18254,1,1,0
40ATL20090DS11598889662521P,Dipalma,Shani,598,Atlanta,Female,32,96743,2,1,1,17117,1,1,0
91CHL20130WK672627197273N,Wilhite,Karen,662,Chapel Hill,Female,41,946,3,0,1,7519,0,0,1
91CHL20150SN85765882187905N,Simonis,Nicolas,655,Chapel Hill,Male,52,0,1,0,0,13596,0,0,1
61BOS20150PD73576075494537N,Phlieger,Delmer,556,Boston,Male,53,32873,1,0,1,4405,0,0,0
61BOS20170KR88684822104026N,Kuennen,Rene,524,Boston,Male,32,-1676,1,1,1,824,0,0,0
61BOS20170DP98725579545471N,Didio,Peggie,448,Boston,Female,33,107670,1,0,1,8501,0,0,0
40ATL20150VJ27102516158874N,Valladao,Julian,646,Atlanta,Male,45,64124,1,0,0,9532,0,0,0
91CHL20120BL67453091782442N,Beyl,Lee,655,Chapel Hill,Male,30,53772,1,1,0,6108,0,0,0
61BOS20140ZB93696426242132N,Zullig,Billy,545,Boston,Female,43,159533,1,0,0,16061,0,0,0
61BOS20150CC3893558134322N,Catano,Chelsey,562,Boston,Female,45,64721,1,0,1,16168,0,0,1
40ATL20100HP6155142555068N,Hediger,Patrick,554,Atlanta,Male,41,145386,1,1,1,15687,0,0,0
61BOS20160WB90859113523452N,Wahler,Bernard,611,Boston,Male,37,100871,1,1,0,2193,0,0,0
40ATL20120GT42064860236115N,Grieco,Ta,465,Atlanta,Female,52,129332,1,1,1,2238,0,0,0
91CHL20180VZ5815346182231N,Vann,Zenia,702,Chapel Hill,Female,43,1381,3,1,1,16404,0,0,1
40ATL20150PC23005111134258N,Perotti,Carlo,638,Atlanta,Male,50,122222,2,0,0,2932,1,0,0
40ATL20180PL50463643106584N,Pulfer,Lona,634,Atlanta,Female,40,108999,1,1,0,1944,0,0,0
91CHL20150SH41850265091329N,Seid,Harold,610,Chapel Hill,Female,44,245,2,1,0,3389,1,0,0
61BOS20100WK25223585402626N,Wolfrum,Kory,582,Boston,Male,44,72573,1,0,1,12027,0,0,0
61BOS20100EJ61316025781024N,Elsa,Jacki,489,Boston,Female,40,106652,1,0,0,5437,0,0,0
61BOS20190MM46482843217356N,Minott,Marquis,679,Boston,Male,33,424,2,0,0,16768,0,0,1
40ATL20070RD98307350398791P,Reinen,Dominic,499,Atlanta,Male,33,114006,2,1,0,13889,1,1,0
61BOS20130MA8977834732009N,Monge,Ashlyn,838,Boston,Female,59,96893,3,1,0,16346,0,0,1
61BOS20120MW51171013975209N,Mcelduff,Wayne,641,Boston,Male,37,575,2,0,0,1404,1,0,0
61BOS20090SL72326311549591N,Stroede,Leonarda,674,Boston,Female,29,99612,1,0,0,5736,0,0,0
61BOS20130HJ18799281814437P,Hogland,Jacquelin,586,Boston,Female,27,-112,2,1,0,17196,0,1,0
61BOS20150GE54663803010820N,Gauthier,Evalyn,591,Boston,Female,74,643,3,1,1,120,1,0,0
91CHL20160NT30739714177651N,Nutt,Tom,698,Chapel Hill,Male,31,145,1,0,0,3800,0,0,0
40ATL20170MR3331949502644N,Maertens,Rueben,696,Atlanta,Male,23,96731,1,1,0,13840,0,0,1
61BOS20160MT51968874439745N,Mckamey,Timothy,578,Boston,Male,29,99621,1,1,0,15246,0,0,0
40ATL20160SM46418798725234N,Spohnholz,Marybelle,761,Atlanta,Female,57,85132,1,1,0,2432,0,0,1
61BOS20100SJ1925154840621N,Simerly,Jena,440,Boston,Female,39,75377,1,0,0,11350,0,0,0
91CHL20150KS71313934107167N,Krips,Scot,687,Chapel Hill,Male,58,128737,1,1,1,13312,0,0,1
40ATL20130GL37298120104426P,Greiber,Lorine,440,Atlanta,Female,37,103179,2,1,0,16471,1,1,0
40ATL20070CN77387216038618P,Cregin,Neville,687,Atlanta,Male,45,82514,2,1,1,6918,1,1,0
61BOS20120SC15013047796219N,Skultety,Carmelo,607,Boston,Male,42,109886,3,1,1,16146,0,0,1
91CHL20150NW59341617371642P,Nuno,Wilber,452,Chapel Hill,Male,26,-1183,2,1,0,7193,0,1,0
91CHL20130WJ43699268727746N,Wern,Jesse,588,Chapel Hill,Male,68,-412,1,1,1,11310,0,0,0
91CHL20170FB1251984446991N,Frischkorn,Bernarda,429,Chapel Hill,Female,36,115259,1,1,1,11677,0,0,0
40ATL20080CW95971512117174N,Curia,Wilfred,595,Atlanta,Male,41,124367,1,1,0,16797,0,0,0
91CHL20170BL5540570280407N,Balash,Lakeshia,717,Chapel Hill,Female,49,0,1,0,0,15694,0,0,1
61BOS20110KR33131062143829N,Kreines,Randell,531,Boston,Male,33,105098,1,1,0,9700,0,0,0
91CHL20160DA82333263868977N,Ducan,Arthur,618,Chapel Hill,Male,38,95492,1,0,1,307,0,0,0
61BOS20190CW3848789419039N,Companion,Whitney,607,Boston,Male,54,781,1,0,0,5986,0,0,1
91CHL20180TC45899420613038N,Trexel,Carleen,701,Chapel Hill,Female,33,123281,1,0,0,11795,0,0,0
91CHL20140SL48660253882232N,Santillo,Lory,577,Chapel Hill,Female,27,125686,1,0,1,3206,0,0,0
61BOS20100FD30997405374215N,Fiest,Delmer,661,Boston,Male,43,103626,1,1,0,3430,0,0,0
61BOS20160SE48642772596660N,Sloon,Elisha,741,Boston,Female,38,141293,1,0,0,7911,0,0,0
91CHL20140HA65246569326223N,Hoeger,Alex,627,Chapel Hill,Male,40,129020,1,1,0,11890,0,0,0
91CHL20150SF11653679990959N,Suffridge,Frederick,621,Chapel Hill,Male,38,160839,1,1,0,4607,0,0,0
91CHL20090RY8973861814922N,Repinski,Yoko,626,Chapel Hill,Female,21,61888,1,0,1,18510,0,0,0
91CHL20120MB68691798429588P,Macko,Bradley,726,Chapel Hill,Male,48,89,2,1,1,16010,1,1,0
61BOS20140NT43731846198878P,Nordman,Toshia,706,Boston,Female,45,416,2,1,1,17799,1,1,0
61BOS20130GZ19906577024853N,Gianelli,Zachery,522,Boston,Male,65,93273,1,1,0,1915,0,0,0
40ATL20170SQ79333797593812N,Swanton,Quinton,605,Atlanta,Male,67,92981,1,1,0,10128,0,0,1
61BOS20070SJ5366831189030N,Sheesley,Jack,438,Boston,Male,27,118425,2,0,1,7483,0,0,0
61BOS20090MR28070800671860N,Mullikin,Rudolph,627,Boston,Male,37,35999,1,1,0,12884,0,0,0
61BOS20110HA72134348608809N,Heslin,Asa,651,Boston,Male,33,81446,1,0,0,11097,0,0,0
61BOS20180KC72980824733876N,Kazmorck,Cody,551,Boston,Male,40,69374,1,1,0,2307,0,0,0
61BOS20150RS82169924774863N,Roessing,Sharen,816,Boston,Female,36,100257,1,1,1,4196,0,0,1
61BOS20160FI41532048585653P,Finnila,Ira,529,Boston,Male,39,116623,2,1,1,5923,1,1,0
91CHL20120WA55402003801555N,Wittner,Angelo,677,Chapel Hill,Female,36,32,2,0,0,6695,1,0,0
61BOS20130RI74801103688288N,Rafter,Isreal,471,Boston,Male,35,74659,1,1,0,986,0,0,0
91CHL20100TJ66576236376780N,Tabron,Jaime,573,Chapel Hill,Male,44,-595,2,0,0,16290,1,0,0
40ATL20170PD94639490410825N,Petton,Damian,681,Atlanta,Male,37,85876,1,1,1,8323,0,0,1
61BOS20160HD47570126612724N,Hartt,Dian,648,Boston,Female,42,-233,2,0,1,15797,1,0,0
91CHL20130JC56602964321417P,Jons,Christal,574,Chapel Hill,Female,36,666,2,1,1,3796,1,1,0
91CHL20150WL72999035532566P,Welding,Long,708,Chapel Hill,Male,28,1806,2,1,1,6956,0,1,0
61BOS20100GT16019519602189N,Greear,Temika,384,Boston,Female,34,-395,1,1,1,6569,0,0,0
61BOS20160CE95377393498372N,Chimilio,Ehtel,503,Boston,Female,63,119927,1,1,1,8865,0,0,0
61BOS20110CA34349476752851N,Cestero,Arnold,650,Boston,Male,33,105179,2,0,1,3744,1,0,0
61BOS20170GD62047129000749N,Gonzolez,Damian,650,Boston,Male,37,141246,1,1,0,15128,0,0,0
61BOS20140TL24176707839575N,Triveno,Leon,575,Boston,Male,49,511,1,0,0,18360,0,0,1
40ATL20190OD36731323354964N,Ottey,Darrin,740,Atlanta,Male,36,99466,2,0,1,2827,0,0,1
91CHL20090PC87714202198059P,Pobre,Carmine,451,Chapel Hill,Male,38,133985,2,1,1,15409,1,1,0
91CHL20090CF518353050116N,Courchine,Felix,763,Chapel Hill,Male,82,99,2,0,1,3218,1,0,0
61BOS20180SB88588609003750N,Shewmaker,Britni,675,Boston,Female,45,0,3,1,0,8780,0,0,1
61BOS20070NM96503209659976N,Norred,Malik,615,Boston,Male,36,984,2,0,0,12840,1,0,0
40ATL20130PP51379663133973P,Philen,Page,792,Atlanta,Female,47,101493,2,1,1,11501,1,1,0
61BOS20140HT1630504865741N,Hockaday,Tabetha,649,Boston,Female,43,94563,2,0,0,6668,1,0,0
91CHL20140HA12441303126054N,Hedgepath,Armand,758,Chapel Hill,Male,59,102235,1,1,0,8815,0,0,0
40ATL20090YJ83491060632358N,Ydara,Jordon,464,Atlanta,Male,31,113339,2,1,0,3019,1,0,0
61BOS20150SL57297187254706N,Salsbury,Lincoln,622,Boston,Male,22,-318,2,1,0,469,0,0,0
91CHL20150HJ16602245792241N,Hollowell,Josie,698,Chapel Hill,Female,50,123430,1,1,0,16253,0,0,1
61BOS20150TC47562473643039P,Tanker,Cameron,748,Boston,Male,32,140412,2,1,0,5924,1,1,0
61BOS20180AR38466364005749N,Aguayo,Renee,833,Boston,Female,49,91924,1,0,0,9298,0,0,1
91CHL20090CC69626771392800N,Chatterton,Crystle,533,Chapel Hill,Female,36,106084,1,1,0,10450,0,0,0
40ATL20120SC85142386115812N,Sharpes,Chung,544,Atlanta,Male,60,79955,1,0,0,5260,0,0,1
91CHL20150TL97325103972534N,Trafton,Lettie,775,Chapel Hill,Female,30,101560,1,0,1,17914,0,0,0
61BOS20180LA67840136115580N,Lourdes,Agustin,534,Boston,Male,45,91180,1,1,1,775,0,0,0
91CHL20160KD45101153663198N,Kush,Darren,563,Chapel Hill,Male,35,168097,1,0,1,17993,0,0,0
61BOS20090CD88897554830638P,Cubias,Dominique,610,Boston,Male,38,-280,2,1,1,12505,1,1,0
61BOS20110BG67819094408518N,Brunetto,Greg,461,Boston,Male,22,117639,1,1,0,13655,0,0,0
91CHL20110RB31468901609635N,Radley,Brent,532,Chapel Hill,Male,36,132349,1,1,1,12077,0,0,0
91CHL20120CW34111711445655N,Corio,Winston,547,Chapel Hill,Male,35,91463,2,0,1,2354,1,0,0
61BOS20100RK74729484085946P,Raphael,Kristen,686,Boston,Female,35,125878,2,1,0,17703,1,1,0
91CHL20120JM22241729119050N,Joler,Madelaine,857,Chapel Hill,Female,43,657,1,0,0,1382,0,0,1
61BOS20120WE81224441882179N,Wilkey,Elinor,549,Boston,Female,39,-2107,1,1,0,6136,0,0,0
61BOS20110DJ44342016567499N,Dunkleberger,Jermaine,648,Boston,Male,35,138467,1,0,1,3972,0,0,0
61BOS20180LA21625788973328N,Lisowski,Aileen,677,Boston,Female,37,114418,1,1,0,13444,0,0,1
91CHL20100ME6157874515609N,Mcclaran,Elvis,546,Chapel Hill,Male,30,825,1,1,1,13341,0,0,0
91CHL20160SJ33574531044944P,Stillion,Julee,500,Chapel Hill,Female,41,-1078,3,1,1,11408,1,1,0
91CHL20150LR66076347857962N,Lallave,Rayford,670,Chapel Hill,Male,45,81754,2,0,1,18242,1,0,0
40ATL20180SW25156475636483N,Spada,Williams,533,Atlanta,Male,34,143758,1,1,0,4449,0,0,1
40ATL20180EL52968758054649P,Epstein,Leslie,646,Atlanta,Male,33,111036,2,1,1,12987,0,1,0
61BOS20140YJ6025088864394N,Yellen,Jude,597,Boston,Male,42,77240,1,1,1,63,0,0,0
40ATL20140HJ81411462721414N,Hullihen,Jeane,563,Atlanta,Female,38,147507,1,1,0,3355,0,0,0
91CHL20160PJ88311831804265P,Palmertree,Jan,592,Chapel Hill,Male,50,-1714,2,1,1,11282,1,1,0
61BOS20130WV31628044481267N,Westermeier,Velvet,585,Boston,Female,45,124259,1,1,0,11383,0,0,1
40ATL20160DH63170987623066N,Dorta,Huey,529,Atlanta,Male,35,93303,3,1,1,1769,1,0,0
61BOS20130MB25008467394341N,Matye,Bertha,731,Boston,Female,45,84262,1,0,0,14656,0,0,1
61BOS20150BC10537020986332P,Blattler,Cherilyn,748,Boston,Female,38,132974,2,1,0,5953,1,1,0
40ATL20180ST34923539296547N,Silveri,Tyson,657,Atlanta,Male,40,117137,1,0,0,12018,0,0,0
61BOS20160LD20794161014530N,Lamere,Devin,661,Boston,Male,33,188540,1,1,0,287,0,0,0
61BOS20110TA84019173831381N,Theam,Albert,385,Boston,Female,58,82409,1,0,1,4653,0,0,0
40ATL20190FC98797656592471N,Fickling,Clark,790,Atlanta,Male,68,138119,1,1,1,9077,0,0,1
61BOS20150PS11522378595710N,Phy,Silas,763,Boston,Male,27,139905,1,1,0,6936,0,0,0
61BOS20110EJ86239706259458P,Ennals,Jenice,658,Boston,Female,41,73,2,1,0,18132,1,1,0
91CHL20080GP32637970289276N,Gerrits,Phillip,751,Chapel Hill,Male,35,87758,1,1,1,1519,0,0,0
40ATL20190KC43842686544390N,Kilborne,Cathi,785,Atlanta,Female,51,97732,3,0,0,9968,0,0,1
91CHL20140FD26891795370519N,Foskey,Devin,626,Chapel Hill,Female,43,-147,2,0,0,15413,1,0,0
61BOS20190LP45345011584692N,Lindhorst,Polly,734,Boston,Female,42,72718,2,0,1,17635,0,0,1
40ATL20120TL61465927838966N,Tatham,Louie,566,Atlanta,Female,27,87326,1,1,0,18774,0,0,1
61BOS20080BD19722957540931N,Battiste,Darnell,501,Boston,Male,44,86833,1,1,1,12966,0,0,0
91CHL20080JL37046007755523N,Juliet,Lemuel,758,Chapel Hill,Male,38,96489,1,0,0,13726,0,0,0
40ATL20130HM12992398865383N,Hammons,Maribel,590,Atlanta,Female,35,130891,2,0,1,12077,1,0,0
61BOS20190GC54256739263422N,Giesy,Cliff,591,Boston,Male,56,816,4,1,1,9796,0,0,1
61BOS20160BL98520737466551N,Baraw,Landon,623,Boston,Male,56,82050,1,1,1,14519,0,0,0
61BOS20120CE72967024439982P,Ciarrocchi,Eddy,401,Boston,Male,25,542,2,1,0,11245,0,1,0
91CHL20080SM44368899511914P,Sparger,Myron,652,Chapel Hill,Male,36,0,2,1,0,11909,1,1,0
91CHL20070SE67012294633070N,Sanzenbacher,Elmer,520,Chapel Hill,Male,35,110,2,0,1,17268,1,0,0
61BOS20160YJ26933090352413N,Yankovitz,Jude,729,Boston,Male,43,160597,1,1,1,16542,0,0,0
61BOS20100ET639948161359N,Estel,Thomas,541,Boston,Male,35,119459,1,1,1,6998,0,0,0
61BOS20160BJ60775595275028N,Bernd,Jan,625,Boston,Male,48,-566,1,1,0,4072,0,0,0
61BOS20140LB69491754461267N,Livingston,Brett,511,Boston,Male,28,131948,1,1,1,4468,0,0,0
61BOS20140FM63894620635770P,Funari,Melvin,798,Boston,Male,81,0,2,1,1,4219,1,1,0
91CHL20160TC16899796011115N,Trevarthen,Catherina,707,Chapel Hill,Female,35,89192,1,0,0,8319,0,0,0
91CHL20140LM82557645213277N,Lair,Maynard,655,Chapel Hill,Male,54,0,1,0,1,6930,0,0,1
40ATL20180DC55529367408858N,Dwornik,Ciera,601,Atlanta,Female,33,86880,1,1,1,17350,0,0,0
61BOS20120MB27846775727676N,Mccleave,Bobbie,574,Boston,Male,35,863,2,1,1,586,1,0,0
40ATL20140LE92988509344218P,Leclaire,Eve,417,Atlanta,Female,35,92937,2,1,1,9074,1,1,0
61BOS20150KE69451297492650P,Klohe,Emmanuel,766,Boston,Male,25,1251,2,1,0,16308,0,1,0
40ATL20190SM50026033342006N,Saraiva,Morgan,577,Atlanta,Male,56,83918,1,1,0,5147,0,0,1
61BOS20130BK87335560413247N,Bookard,King,599,Boston,Male,35,93240,1,1,1,11671,0,0,0
61BOS20170HV97755431366307N,Hulette,Vincenza,664,Boston,Female,46,0,1,1,1,17341,0,0,1
61BOS20140TS74110177241234N,Tromble,Shena,611,Boston,Female,43,665,2,0,0,5874,0,0,1
91CHL20170BK16956756648276N,Barbin,Krystyna,564,Chapel Hill,Female,42,87927,1,0,1,10597,0,0,0
61BOS20140CL10500169094237N,Cranshaw,Lenore,531,Boston,Female,46,167,2,1,0,3393,1,0,0
61BOS20160SA69876190695882N,Sumruld,Ashley,518,Boston,Male,24,-619,2,1,1,1846,0,0,0
61BOS20160SO48726090568135N,Saito,Omer,486,Boston,Male,43,124676,1,1,1,7734,0,0,0
40ATL20160FK43913091734143N,Frasier,Kenia,665,Atlanta,Female,35,92746,2,1,0,16481,0,0,1
40ATL20160BA40257123291632N,Blickenstaff,Alexandra,817,Atlanta,Female,50,153332,1,1,0,13787,0,0,1
61BOS20140SK93028928423254N,Schnee,Kiana,397,Boston,Female,32,1785,2,0,1,7076,1,0,0
91CHL20120HK85594155828681N,Huckstadt,Katherin,619,Chapel Hill,Female,37,94169,1,0,1,13783,0,0,0
61BOS20170SP49446463429397N,Smudrick,Paul,609,Boston,Male,63,78151,1,0,1,4023,0,0,0
40ATL20130RS52275336143108N,Rainwater,Shiela,603,Atlanta,Female,46,91649,1,0,0,4861,0,0,0
61BOS20180CG57830293020388N,Civitello,Glady,523,Boston,Female,41,176568,1,1,0,4880,0,0,1
61BOS20150RC4678807321319N,Rudat,Chris,663,Boston,Male,36,0,1,1,1,2540,0,0,1
61BOS20120PO69172297282825P,Paccione,Oliver,543,Boston,Male,46,11,2,1,1,14643,1,1,0
40ATL20090LW70470114997268N,Lulow,Wilford,570,Atlanta,Male,39,157747,1,0,1,7220,0,0,0
40ATL20160BH79806742007148N,Budrovich,Hattie,805,Atlanta,Female,57,122212,1,0,1,11394,0,0,1
91CHL20130LD7321280499454N,Lynch,Darin,527,Chapel Hill,Male,36,166673,1,1,0,1886,0,0,0
91CHL20130HE26161800699876N,Hansil,Eustolia,592,Chapel Hill,Female,52,-54,1,1,0,11834,0,0,1
61BOS20120SD60117545019015N,Scotts,Desmond,793,Boston,Male,34,714,1,0,0,14616,0,0,0
40ATL20110KH57955924666640N,Kooy,Hipolito,524,Atlanta,Male,41,113023,1,1,1,7879,0,0,0
91CHL20100SK83959395509021N,Sherry,Keenan,626,Chapel Hill,Male,37,109504,1,0,1,2166,0,0,0
61BOS20160HK47111601688209N,Heintzelman,Keena,639,Boston,Female,60,70691,1,0,1,280,0,0,0
40ATL20090CG52066783222187N,Caselden,Guadalupe,388,Atlanta,Male,32,80940,1,1,0,4231,0,0,0
61BOS20140BJ67122459743112N,Barrington,Jesus,523,Boston,Male,36,-241,1,1,1,5367,0,0,1
91CHL20140WD26005818170336P,Willrett,Derrick,533,Chapel Hill,Male,42,752,3,1,1,11622,1,1,0
40ATL20170MC33601551134649N,Maltz,Collin,498,Atlanta,Male,32,76575,1,1,1,5262,0,0,0
40ATL20170US494014340965N,Unck,Susann,693,Atlanta,Female,31,102597,1,1,0,18764,0,0,0
91CHL20110EB13553821674201N,Emberton,Brenton,701,Chapel Hill,Male,38,0,3,1,1,2326,1,0,0
61BOS20110TC45305617864318N,Trudelle,Carlos,685,Boston,Male,39,54625,1,1,0,8918,0,0,0
61BOS20120RC57704602169730P,Rigdon,Carmelina,536,Boston,Female,75,133,3,1,1,18605,1,1,0
61BOS20110SB36327767620268P,Singeltary,Brian,700,Boston,Male,44,60157,2,1,1,7574,1,1,0
61BOS20130WM58310347288268P,Whitteker,Margorie,565,Boston,Female,26,83404,3,1,1,11376,0,1,0
40ATL20150CS24945704391459N,Concho,Stanford,780,Atlanta,Male,36,128660,2,1,0,5118,0,0,1
91CHL20140KD26867822512047N,Kutner,Delmer,790,Chapel Hill,Male,70,0,1,1,1,18686,0,0,1
91CHL20110VM4239283922221P,Verkuilen,Marcos,512,Chapel Hill,Male,51,99261,2,1,0,5874,1,1,0
